3
3,3
3,26
3,19
3,19
3,26
3,18
3
3,3
3,22
2,99
3,14
3,18
3,54
2,98
3,25
3,24
3,33
3,12
3,22
3,33
3,17
3,47
3,05
3,42
3,25
3,45
3,38
3,19
3,1
3,2
3,47
3,19
3,42
3,37
3,19
3,24
3,13
3,21
3,21
3,11
3,1
3,13
3,22
3,24
3,16
3,27
3,25
3,13
3,36
3,35
3,34
3,32
3,31

3,13
3,09
3,3
3,11
3,36
3,03
3,3
3,02
3,11
3,15
3,22
3,22
3,14
3,33
3,13
3,1
3,32
3,69
2,95
3,33
3,13
3,26
3,31
2,94
3,27
3,39
3,21
3,17
3,33
3,11
3,12
3,09
3,22
3,11
3,12
3,09
3,12
3,26
3,25
3,21
3,04
3,14
2,95
2,89
3,14
3
3,4
3,34
2,99
3
3,2
3,4
3,16
3,16
3,27
2,89
3,04
3,01
3,22
3,22
3,63
3,31
3,19
3,01
3,04
3,22
3,01
3,29
3,29
3,21
3,27
3,14
3,45
3,3
3,31
3,39
3,45
3,23
3,24
3,19
3,26
3,12
3,16
3,15

3,3
3,16
3,21
3,18
3,12
3
3,28
3,38
3,38
2,99
3,12
3,14
2,99
3,14
3,06
2,89
2,89
3,29
3,36
3,36
3,29
2,98
3,28
2,89
3,15
3,16
3,14
3,08
3,08
2,87
3,12
3,13
3,03
3,35
3,09
3,11
3,03
3,28
3,11
3,19
3,19
3,09
2,93
3,18
3,02
3,02
3,12
3,15
3,26
3,09
3,09
2,93
3,02
3,36
3,02
3,02
3,01
3,13
3,1
3,13
3,15
3,1
3,2
3,33
3,28
3,15
3,21
2,99
3,32
3,22
3,31
3,32
3,21
3,44
3,3
3,31
3,03
3,31
3,31
3,04
3,03
3
3,3
3,42
3,39
3,32
3,5
3,17
3,5
3,32
3,37
3,34
3,31
3,09
3,09
3,09
3,09
3,27
3,34
3,48
3,2
3,13
3,15
3,3
3,14
3,37
3,16
3,25
3,25
3,38
3,72
3,02
3,14
3,53
3,21
3,32
3,27
3,27
3,32
3,28
3,32
2,93
3,17
3,08
3,1
2,93
3,25
3,34
3,34
3,34
3,25
3,33
3,29
3,24
3,05
3,14
3,14
2,89
3,05
3,26
3,19
3,3
3,08
3,19
3,12
3,08
3,22
2,98
2,98
2,98
2,98
3,52
2,96
3,44
3,23
3,37
3,09
3,19
3,17
3,15
3,27
3,13
3,27
3,32
3,2
3,2
3,2
3,2
3,2
3,21
3,4
3,53
3,36
3,29
3,29
3,09
3,21
3,19
3,52
3,54
3,61
3,19
3,21
3,16
3,02
3,18
2,96
3,19
3,23
3,17
3,36
3,2
3,28
3,11
3,25
3,28
3,32
3,28
3,45
3,43
3,19
3,2
3,18
3,29
3,29
3,28
3,36
3,2
3,15
3,15
3,27
3,03
3,14
3,03
3,25
2,89
2,89
3,15
3
3,2
3,28
3,15
3,4
2,89
3,49
3,4
3,49
3,12
3,17
3,17
3,12
3,17
3,34
3,1
3,51
3,51
3,32
3,15
3,22
3,32
3,15
3,1
3,12
3,1
3,38
3,51
3,48
3,12
3,39
3,18
3,18
3,1
3,36
3,08
3,19
3,18
3,09
3,46
3,35
3,3
3,46
3,19
3,23
3,07
3,24
3,18
3,39
3,17
3,26
3,09
2,97
3,3
3,16
3,16
2,97
3,3
3,19
3,1
3,19
3,31
3,16
3,25
3,25
3,25
3,34
3,25
3,25
3,09
3,06
3,1
3,09
3,21
3,18
3,07
3,35
3,38
3,27
3,35
3,18
3,26

3,3
3,43
3,26
3,2
3,24
3,53
3,44
3,44
3,48
3,03
3,24
3,46
3,41
3,48
3,44
3,3
2,95
3,29
3,37
2,95
3,22
3,35
3,17
3,16
2,95
3,22
3,17
3,16
3,09
3
3,14
3,25
3,36
3,24
3,03
2,99
3,11
2,97
3,32
3,22
3,33
3,34
3,22
3,29
3,47
3,46
3,1
3,34
3,13
3,09
3,25
3,18
3,2
3,37
3,33
3,08
3,29
3,27
3,08
3,08
3,12
3,2
3,19
3,06
3,06
3,01
3,64
3,44
3,64
3,21
3,11
3,16
3,21
3,17
3,37
3,08
3
3,43
3,19
3,05
3,05
3,03
3,03
3,37
3,09
3,04
3,36
3,44
3,56
3,43
3,06
3,01
3,01
3,01
3,09
3,09
3,01
3,31
3,37
3,46
3,16
3,34
3,22
3,21
3,49
3,49
3,3
3,49
3,16
3,07
2,93
3
3,07
3
2,93
2,98
3,32
3,25
3,01
3,12
3,24
3,09
3,08
3,2
3,12
3,13
3,08
3,08
3,19
3,05
3,32
3,04
3,16
3,17
3,13
3,13
3,15
3,32
3,38
3,05
3,35
3,13
2,86
3,42
2,86
3,13

3,42
3,19
2,94
3,32
3,2
2,97
2,97
3,45
3,2
3,17
3,35
3,08
3,11
2,88
2,97
2,97
2,99
2,99
3,43
3,43
3,34
3,48
3,25
3,09
2,99
3
3
2,99
3,21
3,23
3,23
3,12
3,18
2,85
3,36
3,23
3,26
3,33
3,32
3,23
3,23
3,18
3,22
3,22
3,26
3,33
3,43
3,49
3,41
3,1
3,3
3,3
3,34
3,25
3,36
3,31
3,31
3,24
3,09
3,16
3,16
3,07
3,07
3,07
3,07
3,34
3,33
3,11
3,04
3,25
3,24
3,15
3,15
3,37
3,4
3,15
3,35
3,28
3,35
3,35
3,35
3,18
3,14
3,29
3,38
3,36
3,08
3,19
3,23
3,42
3,42
3,42
3,17
3,06
3,24
3,12
3,03
3,25
3,3
3,08
3,14
3,26
3,31
3,17
3,17
3,17
3,16
3,23
3,23

3,06
3,06
3,06
3,41
3,22
3,12
3,42
2,89
3,15
3,13
3,11
3,14
3,35
3,1
3,1
3,32
3,41
3,49
3,06
2,96
3,49
3,45
3,02
3,5
3,37
3,26
3,14
3,15
3,37
2,99
3,35
3,12
3,35
3,25
3,01
3,02
3,28
3,14
3,02
3,28
3,17
3,14
3,31
3,44
3,28
3,33
3,17
3,26
3,22
3,04
3,3
3,04
3,04
3,15
3,16
3,22
3,09
3,25
3,42
3,4
3,3
3,3
3,3
3,3
3
3,37
3,22
2,94
3,08
3,21
3,42
3,42
3,41
3,12
3,12
3,4
3,2
3,24
3,02
3,12
3,37
3,28
3,37
3,08
3,37
3,28
3,12
3,27
3,27
3,27
3,46
3,27
3,27
3,39
3,1
3,39
3,03
3,09
3,02
3,28
3,42
3,34
3,06
3,19
3,07
3,41
3,22
3,06
3,17
3,16
3,15
3,17
3,19
3,21
3,42
3,38
3,03
3,01
3,16
3,2
3,01
3,2
3,41
2,96
3,3
3,34
3,16
3,26
3,33
3,28
3,16
3,16
3,72
3,05
3,36
3,18
3,72
3,14
3,25
3,25
3,25
3,16
3,16
3,12
3,12
3,21
3,3
3,3
3,02
3,08
3,12
3,31
3,21
3,1
3,27
3,06
3,27
3,49
3,1
3,1
3,17
3,18
3,22
3,29
3,36
3,24
3,35
3,12
3,27
3,24
3,28
3,19
3,04
3,06
3,06
2,89
3,35
3,2
3,28
3,19
3,23
3,41
3,2
3,19
3,13
3,13
3,35
3,4
3,19
3,37
3,19
3,37
3,3
3,42
3,58
3,12
3,42
3,23
3,22
3,08
3,05
3,22
3,32
3,25
3,08
3,2
3,02
3,06
3,08
3,28
3,32
3,08
3,15
3,15
3,15
3,36
3,24
3,36
3,36
2,93
3,06
2,94
3,55
3,13
3,13
3,17
3,45
3,28
3,36
3,02
3,58
3,15
3,14
3,08
3,18
3,26
3,08
3,12
3,08
3,15
3,36
3,06
3,14
3,25
3,54
3,14
3,28
3,52
2,96
2,96
3,36
3,18
3,08
3,08
3,23
2,99
3,08
3,08
3,07
3,39
3,39
3,03
3,03
3,13
3,03
3,37
3,28
3,15
3,13
3,24
3,34
3,33
3,38
3,32

3,34
3,32
3,12
3,51
3,25
3,39
3,12
3,12
3,39
3,5
3,41
3,44
3,42
3,12
3,12
3,44
3,06
2,95
3,14
3,19
3,38
3,25
3,05
3,29
3,31
3,05
3,05
3,15
3,09
3,09
3,31
3,34
3,42
3,34
3,32
3,37
3,08
3,11
3,24
3,15
3,19
3,66
3,03
2,98
3,11
2,95
3,21
3,11
3,11
3,25
3,13
3,51
3,38
3,32
3,09
3,41
3,19
3,48
3,35
3,49
3,49
2,87
3,16
3,54
3,21
3,37
3,05
3,22
3,01
3,24
2,95
3,16
3,14
3,29
3,07
3,03
3,31
3,1
3,03
2,99
3,12
3,07
2,96
3,51
3,41
3,51
3,3
3,09
3,34
3,31
3,3
3,37
3,22
3,08
3,1
2,96
3,35
3
3,22
2,96
2,97
3,17
3,22
3,37
3,18
3,49
3,29
3,43
3,28
3,28
3,03
3,36
3,06
3,55
3,17
3,03
3,19
